ano;idade;sexo;estado;raca;grau;emprego;saude;seguro;salario,
2003;25;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;59,73422334
2009;63;Masculino;Casado;Negra;Grau avancado;Industrial;Muito Bom;Nao;91,69922611
2009;49;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;109,8339856
2008;35;Masculino;Separado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;114,4757133
2006;24;Masculino;Solteiro;Asiatica;12 ano;Industrial;Menos de Bom;Nao;66,22940829
2003;66;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;92,89584479
2008;57;Masculino;Casado;Outra;Ate 12 ano;Industrial;Muito Bom;Nao;94,7271475
2003;47;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;118,8843593
2006;44;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;132,4878211
2006;56;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;127,1157438
2004;34;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Nao;99,6894637
2006;23;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;40,40566526
2008;30;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;138,2991269
2004;38;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;102,8702469
2004;43;Masculino;Casado;Negra;Ate 12 ano;Servicos;Muito Bom;Sim;79,85490031
2007;58;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;111,7208494
2005;36;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;62,19867943
2007;48;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Sim;70,47601965
2005;35;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;86,4280113
2006;22;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;99,6894637
2007;50;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;113,5670896
2004;58;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;100,7642728
2003;20;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;61,18752643
2007;44;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;113,6127457
2003;50;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;134,7053751
2009;55;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;104,9235317
2003;39;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;109,8339856
2008;32;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;276,7784133
2008;50;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;148,4131591
2009;24;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;148,4131591
2009;53;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;109,8339856
2003;35;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Nao;81,28325328
2003;25;Masculino;Solteiro;Branca;Ate 12 ano;Servicos;Muito Bom;Sim;79,85490031
2006;24;Masculino;Solteiro;Asiatica;Licenciatura;Industrial;Muito Bom;Sim;109,8339856
2005;57;Masculino;Separado;Branca;Licenciatura;Industrial;Muito Bom;Sim;148,4131591
2005;43;Masculino;Casado;Branca;Ate 12 ano;Servicos;Menos de Bom;Sim;65,11085372
2009;33;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;88,29869947
2005;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;91,69922611
2008;39;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;73,77574327
2004;32;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;70,47601965
2005;48;Masculino;Divorciado;Branca;Licenciatura;Servicos;Muito Bom;Sim;128,6804882
2004;29;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;94,7271475
2005;35;Masculino;Divorciado;Branca;Licenciatura;Industrial;Muito Bom;Sim;98,59934386
2004;41;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;133,2323508
2009;52;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;134,7053751
2005;50;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;91,69922611
2004;35;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Nao;160,6354986
2007;27;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;99,6894637
2004;57;Masculino;Casado;Branca;Grau avancado;Industrial;Menos de Bom;Sim;114,4757133
2004;48;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;97,49329405
2009;41;Masculino;Divorciado;Negra;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;98,4835051
2005;59;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;104,9215065
2003;55;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2005;54;Masculino;Divorciado;Branca;12 ano;Servicos;Menos de Bom;Sim;133,2323508
2003;34;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;118,8843593
2009;43;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Sim;73,77574327
2003;43;Masculino;Divorciado;Negra;Licenciatura;Servicos;Muito Bom;Sim;104,9215065
2003;62;Masculino;Viuvo;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;62,3030461
2006;45;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;97,49329405
2004;40;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;145,8051634
2003;33;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;82,6796373
2005;45;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;148,4131591
2009;21;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;49,55533812
2009;54;Masculino;Casado;Asiatica;Ate 12 ano;Industrial;Menos de Bom;Nao;73,77574327
2003;43;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;73,77574327
2004;54;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;127,1157438
2004;35;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;109,8339856
2008;23;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;61,59458318
2006;61;Masculino;Viuvo;Branca;12 ano;Industrial;Muito Bom;Sim;111,4404696
2004;51;Masculino;Divorciado;Branca;Licenciatura;Industrial;Muito Bom;Sim;138,2991269
2006;43;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;127,1157438
2003;20;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;75,35567932
2007;51;Masculino;Casado;Outra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;139,34081
2009;65;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;118,8843593
2009;37;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;109,8339856
2008;24;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;66,23309573
2003;36;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;73,29308207
2005;45;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;130,9821774
2008;33;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;276,7784133
2009;36;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Nao;86,91032774
2004;32;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;109,8339856
2009;45;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;118,8843593
2003;51;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;104,9215065
2005;33;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;136,8763676
2003;47;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;84,4595765
2003;37;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;196,1252726
2008;41;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;121,4303138
2005;23;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;96,3977959
2009;57;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;128,6804882
2006;61;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2007;47;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;85,38394038
2003;29;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;87,98103279
2005;37;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;99,6894637
2005;57;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;148,4131591
2004;39;Masculino;Solteiro;Branca;Grau avancado;Servicos;Menos de Bom;Nao;81,28325328
2007;59;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;145,8051634
2007;31;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;149,558956
2009;26;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;97,49329405
2009;51;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;118,197533
2006;38;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;99,6894637
2006;51;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Nao;118,8843593
2004;50;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;79,85490031
2005;32;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;118,8843593
2007;38;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;160,6424754
2005;49;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;176,9896505
2005;40;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;73,77574327
2007;60;Masculino;Casado;Asiatica;Grau avancado;Servicos;Menos de Bom;Sim;154,685293
2007;30;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;101,8243521
2003;41;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;130,9821774
2009;32;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;114,4757133
2009;26;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;105,9278108
2004;41;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;81,28325328
2008;53;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;134,7053751
2005;35;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;97,49329405
2008;50;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;109,8339856
2004;43;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;171,7651326
2003;50;Masculino;Separado;Branca;12 ano;Servicos;Menos de Bom;Sim;67,82678713
2009;19;Masculino;Solteiro;Negra;12 ano;Servicos;Menos de Bom;Nao;73,77574327
2004;42;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;91,69922611
2007;53;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Sim;66,96164432
2004;22;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;95,23071257
2003;49;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;98,59934386
2005;33;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;109,8339856
2005;31;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Sim;81,28325328
2004;43;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;90,48191336
2009;57;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;109,8339856
2005;40;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;148,4131591
2003;48;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;84,52946902
2004;46;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;101,8243521
2009;58;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;104,9215065
2003;50;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;104,9215065
2005;38;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;99,6894637
2004;33;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;101,4020523
2007;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;149,558956
2004;48;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;73,77574327
2006;53;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;160,6424754
2008;37;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;118,8843593
2007;43;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;119,4052043
2008;54;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;107,9039239
2004;41;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;154,8683672
2005;57;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;75,35567932
2007;54;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;118,5395025
2009;25;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;76,89360252
2003;35;Masculino;Separado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;62,19867943
2008;29;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;182,20621
2009;36;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;267,9010869
2005;43;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;141,7751723
2007;41;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;186,8766776
2003;52;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;72,15045568
2005;48;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;49,55533812
2003;51;Masculino;Casado;Negra;12 ano;Servicos;Muito Bom;Nao;81,28325328
2004;55;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;118,8843593
2004;37;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;97,49329405
2007;48;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;111,7208494
2003;42;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;101,8243521
2007;43;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;127,1157438
2006;32;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;87,98103279
2006;33;Masculino;Solteiro;Branca;Licenciatura;Industrial;Menos de Bom;Sim;84,4595765
2003;48;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;78,3924668
2009;20;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;46,36650274
2005;43;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;132,8607653
2003;58;Masculino;Divorciado;Negra;12 ano;Servicos;Menos de Bom;Sim;61,59458318
2004;38;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;99,6894637
2008;23;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;66,22940829
2009;54;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;108,8745258
2007;66;Masculino;Casado;Branca;Grau avancado;Industrial;Menos de Bom;Sim;99,6894637
2009;47;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;152,838801
2003;35;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;76,89360252
2008;39;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;143,1349408
2005;35;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;125,2042866
2006;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;75,61069586
2006;41;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Sim;109,8339856
2004;40;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;176,9896505
2006;50;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Nao;59,9706408
2004;35;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;99,6894637
2009;43;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;95,23071257
2005;26;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;104,9215065
2009;23;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;49,55533812
2003;61;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;130,9821774
2004;24;Masculino;Solteiro;Branca;Licenciatura;Servicos;Menos de Bom;Sim;43,73511168
2006;66;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;118,8843593
2006;50;Masculino;Viuvo;Branca;12 ano;Industrial;Muito Bom;Sim;109,8339856
2005;22;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Nao;75,4315402
2004;62;Masculino;Casado;Negra;12 ano;Servicos;Menos de Bom;Sim;91,69922611
2003;55;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;105,9278108
2004;41;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;73,77574327
2005;54;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;170,1568344
2009;29;Masculino;Casado;Asiatica;Licenciatura;Industrial;Muito Bom;Nao;138,2991269
2004;39;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Sim;101,8243521
2006;71;Masculino;Divorciado;Branca;Licenciatura;Servicos;Menos de Bom;Nao;87,98103279
2003;22;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;78,3924668
2007;48;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;123,896998
2009;35;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;116,2653241
2003;46;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;90,48191336
2003;51;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;109,8339856
2005;55;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;104,9215065
2005;36;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;118,8843593
2008;57;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;94,7271475
2005;21;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;141,7751723
2006;60;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;128,6804882
2006;41;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;73,77574327
2004;56;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;139,3538118
2005;32;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;94,7271475
2003;32;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;73,77574327
2006;36;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;107,9039239
2006;28;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;64,54207487
2009;60;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Nao;138,2991269
2003;41;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;89,24288466
2006;55;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;99,6894637
2003;36;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;109,8339856
2006;46;Masculino;Solteiro;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;90,48191336
2008;62;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;89,49247952
2006;44;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;102,7662809
2006;36;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;118,8843593
2004;41;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;148,4131591
2006;22;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2008;51;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;129,9836348
2008;57;Masculino;Casado;Branca;Ate 12 ano;Servicos;Menos de Bom;Sim;110,7826503
2005;55;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;114,4757133
2003;36;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;148,4131591
2008;43;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;276,7784133
2003;38;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;23,95294448
2006;27;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;103,9024706
2007;32;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;118,8843593
2009;44;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;71,68674367
2008;56;Masculino;Casado;Asiatica;Licenciatura;Industrial;Muito Bom;Sim;276,7784133
2007;38;Masculino;Casado;Negra;Licenciatura;Servicos;Muito Bom;Sim;141,7751723
2003;36;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;99,6894637
2005;28;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;108,8745258
2005;39;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;79,85490031
2008;42;Masculino;Solteiro;Negra;12 ano;Servicos;Muito Bom;Nao;78,98460618
2009;51;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;82,6796373
2004;55;Masculino;Casado;Negra;12 ano;Servicos;Menos de Bom;Sim;89,49247952
2007;39;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;130,9821774
2003;42;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;109,7060518
2006;33;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Sim;117,1468169
2008;23;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Sim;73,77574327
2003;40;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;81,28325328
2003;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;80,85819596
2009;51;Masculino;Casado;Asiatica;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;107,9039239
2007;76;Masculino;Casado;Asiatica;Licenciatura;Industrial;Menos de Bom;Sim;76,89360252
2007;57;Masculino;Divorciado;Branca;Grau avancado;Industrial;Menos de Bom;Sim;87,98103279
2003;27;Masculino;Separado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;95,23071257
2005;26;Masculino;Solteiro;Negra;12 ano;Industrial;Muito Bom;Sim;84,4595765
2005;25;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;99,6894637
2005;27;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;101,4020523
2004;33;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;87,98103279
2003;51;Masculino;Divorciado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;87,98103279
2005;22;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;94,7271475
2005;47;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;128,1996369
2009;34;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;136,5176552
2008;47;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;107,9039239
2005;31;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;123,896998
2005;46;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;91,69922611
2006;47;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;78,3924668
2006;49;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;154,685293
2003;40;Masculino;Casado;Negra;Licenciatura;Industrial;Muito Bom;Sim;136,1577108
2004;51;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Sim;81,28325328
2008;31;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;76,28327785
2003;58;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;109,8339856
2005;48;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;87,78843622
2004;54;Masculino;Divorciado;Negra;Licenciatura;Industrial;Muito Bom;Sim;127,1157438
2007;56;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Nao;154,729972
2007;61;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;109,8339856
2009;32;Masculino;Casado;Asiatica;Grau avancado;Industrial;Muito Bom;Sim;138,2991269
2007;60;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;164,6469889
2006;42;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;138,2991269
2003;22;Masculino;Solteiro;Asiatica;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;44,97829203
2003;46;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;106,7239776
2005;53;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Sim;114,4757133
2008;43;Masculino;Divorciado;Branca;Licenciatura;Industrial;Muito Bom;Sim;73,77574327
2009;32;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;75,35567932
2009;30;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;141,7751723
2009;50;Masculino;Solteiro;Negra;Grau avancado;Servicos;Menos de Bom;Sim;109,8339856
2006;40;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;277,7994802
2009;55;Masculino;Casado;Branca;Ate 12 ano;Servicos;Muito Bom;Nao;79,85490031
2004;42;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;166,3249412
2004;35;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;75,35567932
2004;33;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;100,867423
2004;33;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;102,8702469
2003;38;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;118,7120941
2009;41;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;117,1468169
2009;42;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;123,5000178
2009;58;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;148,4131591
2009;45;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;76,89360252
